userID,exp_group,in_app_purchases,time_in_app
1,0,7.2,18.5548836476871
2,0,8.85,23.2825670528969
3,0,17.79,17.7300114968066
4,0,10.35,17.0306771877745
5,0,10.65,11.4481016680269
6,0,18.58,18.9527578586363
7,0,12.3,32.3937290067855
8,0,3.67,24.9485110406468
9,0,6.57,28.3778607791341
10,0,7.77,24.5748265915702
11,0,16.12,25.7213135398093
12,0,11.8,24.5143820724955
13,0,12,22.3769621588255
14,0,10.55,17.087356130015
15,0,7.22,17.3353263133826
16,0,18.93,11.9958000181236
17,0,12.49,19.9709114306
18,0,0.17,24.4967783792836
19,0,13.51,25.1596127826304
20,0,7.64,20.4756635222771
21,0,4.66,17.2618619138904
22,0,8.91,36.4525872165927
23,0,4.87,23.6834276562521
24,0,6.36,27.1028765243957
25,0,6.87,18.3115967966634
26,0,1.57,19.810211864727
27,0,14.19,22.2430354885336
28,0,10.77,28.3826115597415
29,0,4.31,18.4426272727194
30,0,16.27,24.2680783339153
31,0,12.13,9.52592682839885
32,0,8.52,17.4637278295918
33,0,14.48,13.5399546161834
34,0,14.39,25.5668135867855
35,0,14.11,19.1777345585987
36,0,13.44,18.0481295899663
37,0,12.77,26.8454992309929
38,0,9.69,25.5813642912001
39,0,8.47,15.5098939826625
40,0,8.1,22.1393324380482
41,0,6.53,13.8577771574388
42,0,8.96,17.6219248789441
43,0,3.67,28.0828881857348
44,0,20.84,27.2506397566522
45,0,16.04,25.5450937773342
46,0,4.38,17.1454805683484
47,0,7.99,10.5928426486222
48,0,7.67,14.1215090798792
49,0,13.9,24.7627826231376
50,0,9.58,18.5471605691746
51,0,11.27,9.1869592721601
52,0,9.86,19.0990625614177
53,0,9.79,27.0511961056229
54,0,16.84,23.2173432025977
55,0,8.87,15.8937072823529
56,0,17.58,12.2704167396749
57,0,2.26,15.8672638718161
58,0,12.92,20.1726383566076
59,0,10.62,24.4403685045603
60,0,11.08,10.3002992260487
61,0,11.9,25.1160087763706
62,0,7.49,20.0272886329401
63,0,8.33,22.8488948480291
64,0,4.91,11.7337221838256
65,0,4.64,16.6667280993891
66,0,11.52,17.7588290536724
67,0,12.24,25.2194567415451
68,0,10.27,25.1408702369771
69,0,14.61,22.1754522962417
70,0,20.25,28.0210609081194
71,0,7.54,17.4229440012732
72,0,0,25.0626859688696
73,0,15.03,19.8202998510464
74,0,6.45,16.663289519118
75,0,6.56,24.6169001916542
76,0,15.13,26.9055016542475
77,0,8.58,24.3912520809243
78,0,3.9,17.4529827228887
79,0,10.91,17.6510618292245
80,0,9.31,26.88837923403
81,0,10.03,21.7641320320887
82,0,11.93,24.1478698966056
83,0,8.15,18.3064900816785
84,0,13.22,26.3051746823233
85,0,8.9,15.956224275189
86,0,11.66,23.1267576043332
87,0,15.48,15.9141251721594
88,0,12.18,7.68712491707116
89,0,8.37,13.2852124466016
90,0,15.74,20.6814759960508
91,0,14.97,24.4146137481291
92,0,12.74,11.2434895845259
93,0,11.19,13.7428776554024
94,0,6.86,28.8227299828774
95,0,16.8,17.8305032508837
96,0,7,22.528500659653
97,0,20.94,17.3653233931134
98,0,17.66,18.5070855742425
99,0,8.82,20.4362210330262
100,0,4.87,20.054809213995
101,0,6.45,19.0371989447897
102,0,11.28,17.6510175742813
103,0,8.77,4.76069555100638
104,0,8.26,29.3432775016685
105,0,5.24,28.9521210412152
106,0,9.77,14.4945912914038
107,0,6.08,19.1594623894502
108,0,1.66,26.8763765235625
109,0,8.1,24.991450115261
110,0,14.59,26.3830080937289
111,0,7.12,14.641265409201
112,0,13.04,32.8863404809898
113,0,1.91,14.3327002011484
114,0,9.72,23.7695817094164
115,0,12.6,20.7063799022284
116,0,11.51,17.9814484101898
117,0,10.53,18.1029210090949
118,0,6.8,15.043015937345
119,0,5.75,28.113298978784
120,0,4.88,20.4475661388138
121,0,10.59,21.2960897460719
122,0,5.26,21.0481641653052
123,0,7.55,18.1241462346957
124,0,8.72,14.3298937762248
125,0,19.22,21.2686315484198
126,0,6.74,9.53180275020537
127,0,11.18,12.9071652858219
128,0,10.39,14.6180165253081
129,0,5.19,14.6066056866382
130,0,9.64,20.5359440828354
131,0,17.22,27.9924377416237
132,0,12.26,12.4233792796752
133,0,10.21,22.1683801029831
134,0,7.89,24.4977237666052
135,0,0,15.0523389885556
136,0,15.66,19.7360029923876
137,0,2.7,24.1180545131103
138,0,13.7,18.7224544872631
139,0,19.55,18.8965782637439
140,0,2.78,21.5386339560531
141,0,13.51,19.6999337333336
142,0,8.69,17.2217355503039
143,0,2.14,19.3069249026955
144,0,2.43,29.4141989619324
145,0,1.99,24.3683433980301
146,0,7.35,15.4270146358619
147,0,2.69,13.7754118883434
148,0,13.44,18.200088796587
149,0,20.5,26.6438735047399
150,0,3.56,21.4633955920848
151,0,13.94,16.4924738157967
152,0,13.85,24.4111728390901
153,0,11.66,19.3331480563855
154,0,4.96,14.3966075035429
155,0,9.4,22.3059622710589
156,0,8.6,27.6207140508941
157,0,12.81,22.1723414906641
158,0,8.14,20.9600018556946
159,0,14.88,16.7187843579147
160,0,8.13,22.8419926543476
161,0,15.26,14.6471473255481
162,0,4.75,11.7342548775955
163,0,3.7,19.7832361575312
164,0,26.21,19.8270324710048
165,0,7.92,31.8252776600141
166,0,11.49,13.9182634605405
167,0,13.18,20.8545316167452
168,0,7.58,24.025265468111
169,0,12.58,25.2529642205794
170,0,11.84,19.9463775767034
171,0,8.92,16.2837192928537
172,0,10.33,19.6710797406501
173,0,9.83,29.6987799596858
174,0,20.64,22.4136950408792
175,0,6.29,9.77761463720963
176,0,4.52,27.1172956432513
177,0,10.19,22.7025133045754
178,0,11.55,19.8321411408124
179,0,12.18,19.9106818944495
180,0,7.71,19.251051401033
181,0,4.68,21.2827974047762
182,0,16.32,17.4806653348149
183,0,8.25,21.3850562583
184,0,5.67,15.3432198758963
185,0,8.82,21.0007343763738
186,0,9.01,25.5341871033322
187,0,15.55,22.546030568269
188,0,10.42,25.1687483822556
189,0,13.77,14.5456561909869
190,0,7.5,20.273963922363
191,0,11.07,23.0862515136103
192,0,8.38,14.6599756613336
193,0,10.47,27.8290716852923
194,0,5.52,14.8259599450737
195,0,3.45,20.8225935425292
196,0,19.99,20.7591616517754
197,0,13,20.6083515098343
198,0,3.74,18.9478770817827
199,0,6.94,22.249683935731
200,0,4.07,14.8441775405127
201,0,20.99,13.5531790588839
202,0,16.56,16.7271568094338
203,0,8.67,19.7133794807611
204,0,12.72,26.2837391017852
205,0,7.93,27.9372706993227
206,0,7.62,21.5974073127237
207,0,6.06,21.9079581134657
208,0,7.03,18.7817755818028
209,0,18.25,20.2402654202652
210,0,9.73,12.977270694491
211,0,10.6,21.4496686444788
212,0,11.22,17.3222320885313
213,0,16.16,21.6733938655027
214,0,7.42,18.2700933042275
215,0,5.04,16.6919213258178
216,0,18.38,18.9044431159898
217,0,7.79,18.1654754468315
218,0,6.38,25.4728910392119
219,0,3.82,21.0460404121856
220,0,3.58,22.1624571307661
221,0,7.13,13.7957320709961
222,0,13.09,27.4841085481401
223,0,15.55,20.7968522058038
224,0,13.54,15.7185929829837
225,0,8.18,21.5452332272341
226,0,10.3,24.3521701492244
227,0,6.48,13.0816143084922
228,0,6.41,28.4505348501528
229,0,14.42,19.2098464741082
230,0,4.92,25.6058539032432
231,0,19.78,20.3613065954446
232,0,9.55,18.3378857771664
233,0,11.07,10.8253997668657
234,0,6.31,14.499138907064
235,0,7.13,19.7932985004128
236,0,3.41,24.1392627255857
237,0,9.09,10.5916067292271
238,0,12.09,26.8772055616212
239,0,11.62,26.9949523215149
240,0,6.09,14.2834187204453
241,0,6.06,22.3615028109656
242,0,7.49,14.8318039332289
243,0,17.48,19.3740001065586
244,0,4.31,24.6433136942334
245,0,9.1,24.3416982384939
246,0,19.51,15.7541269818326
247,0,9.5,18.0668177276222
248,0,3.2,15.1191821450142
249,0,6.68,21.6977182995246
250,0,12.43,12.2046241778311
251,0,8.12,6.8533727922432
252,0,7.19,27.3490614093643
253,0,8.28,31.3673645649736
254,0,10.45,17.7248322988059
255,0,17.99,23.8055124354745
256,0,9.56,19.9624860814514
257,0,15.4,27.37156899858
258,0,13.15,22.7707196628469
259,0,9.43,21.0183198255808
260,0,2.34,11.0043177411706
261,0,7.39,25.4147784039888
262,0,7.55,18.2457319247657
263,0,10.24,12.9825495764249
264,0,16.5,18.9910166754333
265,0,21.47,19.3661092010385
266,0,17.74,25.2960343633308
267,0,9.33,14.16301983868
268,0,1.22,17.2117818634078
269,0,8.06,27.4405996419158
270,0,10.45,26.7933288438502
271,0,14.23,25.8160727195118
272,0,14.81,28.3076197267394
273,0,13.42,21.0201548991495
274,0,3.02,17.0905815656511
275,0,14.25,22.7760203093171
276,0,7.77,25.2936156291296
277,0,10.87,32.0681663573552
278,0,10.37,10.1750883364441
279,0,12.14,21.3661785153341
280,0,10.12,23.2739729143482
281,0,1.66,19.7270067231981
282,0,13.68,12.2108887575744
283,0,11.93,23.7075044604312
284,0,8.67,16.1045712936804
285,0,10.59,22.5293074941526
286,0,10.67,24.5377585300893
287,0,11.11,26.419785052373
288,0,18.2,12.2106810130722
289,0,8.9,25.4087092408956
290,0,10.84,16.2150932152699
291,0,15.84,13.5549026307552
292,0,15.27,26.5716033295972
293,0,15.73,25.7312998663249
294,0,7.11,18.787083661475
295,0,20.01,23.7977035311917
296,0,10.33,15.6983712928847
297,0,19.33,19.2448421047398
298,0,3.25,19.5313838311956
299,0,10.1,18.59629972748
300,0,16.25,23.6704936824862
301,0,6.42,27.6866376774797
302,0,6.24,17.7211446861055
303,0,5.31,19.8367077382214
304,0,4.74,28.1837867458275
305,0,7.81,18.3547901473673
306,0,11.66,6.97980914696448
307,0,0,22.5699189322397
308,0,11.06,15.5676599444437
309,0,16.18,15.0073079699804
310,0,20.19,27.1040840679243
311,0,16.51,32.2399900350762
312,0,13.78,14.8010872929823
313,0,1.37,25.1551259083338
314,0,6.99,19.5292608081518
315,0,8.24,20.7090372961022
316,0,13.52,26.111183507282
317,0,9.47,21.0683725922053
318,0,3.71,15.7431732306962
319,0,18.42,17.6479556262857
320,0,14.56,23.4306762764944
321,0,11.19,8.3202633407005
